id,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,class
31,30.0,75.0,510,0,0,0.0,226.1,105.0,38.44,201.5,107.0,17.13,246.2,98.0,11.08,10.3,5.0,2.78,1,0
32,18.0,172.0,408,0,0,0.0,212.0,121.0,36.04,31.2,115.0,2.65,293.3,78.0,13.2,12.6,10.0,3.4,3,0
33,3.0,12.0,408,0,0,0.0,249.6,118.0,42.43,252.4,119.0,21.45,280.2,90.0,12.61,11.8,3.0,3.19,1,1
34,36.0,57.0,408,0,1,25.0,176.8,94.0,30.06,195.0,75.0,16.58,213.5,116.0,9.61,8.3,4.0,2.24,0,0
35,10.0,72.0,415,0,1,37.0,220.0,80.0,37.4,217.3,102.0,18.47,152.8,71.0,6.88,14.7,6.0,3.97,3,0
36,0.0,36.0,408,0,1,30.0,146.3,128.0,24.87,162.5,80.0,13.81,129.3,109.0,5.82,14.5,6.0,3.92,0,0
37,19.0,78.0,415,0,0,0.0,130.8,64.0,22.24,223.7,116.0,19.01,227.8,108.0,10.25,10.0,5.0,2.7,1,0
38,0.0,136.0,415,1,1,33.0,203.9,106.0,34.66,187.6,99.0,15.95,101.7,107.0,4.58,10.5,6.0,2.84,3,0
39,31.0,149.0,408,0,0,0.0,140.4,94.0,23.87,271.8,92.0,23.1,188.3,108.0,8.47,11.1,9.0,3.0,1,0
40,10.0,98.0,408,0,0,0.0,126.3,102.0,21.47,166.8,85.0,14.18,187.8,135.0,8.45,9.4,2.0,2.54,3,0
41,20.0,135.0,408,1,1,41.0,173.1,85.0,29.43,203.9,107.0,17.33,122.2,78.0,5.5,14.6,15.0,3.94,0,1
42,2.0,34.0,510,0,0,0.0,124.8,82.0,21.22,282.2,98.0,23.99,311.5,78.0,14.02,10.0,4.0,2.7,2,0
43,13.0,160.0,415,0,0,0.0,85.8,77.0,14.59,165.3,110.0,14.05,178.5,92.0,8.03,9.2,4.0,2.48,3,0
44,48.0,64.0,510,0,0,0.0,154.0,67.0,26.18,225.8,118.0,19.19,265.3,86.0,11.94,3.5,3.0,0.95,1,0
45,37.0,59.0,408,0,1,28.0,120.9,97.0,20.55,213.0,92.0,18.11,163.1,116.0,7.34,8.5,5.0,2.3,2,0
46,22.0,65.0,415,0,0,0.0,211.3,120.0,35.92,162.6,122.0,13.82,134.7,118.0,6.06,13.2,5.0,3.56,3,0
47,8.0,142.0,408,0,0,0.0,187.0,133.0,31.79,134.6,74.0,11.44,242.2,127.0,10.9,7.4,5.0,2.0,2,0
48,13.0,119.0,415,0,0,0.0,159.1,114.0,27.05,231.3,117.0,19.66,143.2,91.0,6.44,8.8,3.0,2.38,5,1
49,50.0,97.0,415,0,1,24.0,133.2,135.0,22.64,217.2,58.0,18.46,70.6,79.0,3.18,11.0,3.0,2.97,1,0
50,12.0,52.0,408,0,0,0.0,191.9,108.0,32.62,269.8,96.0,22.93,236.8,87.0,10.66,7.8,5.0,2.11,3,0
51,15.0,60.0,408,0,0,0.0,220.6,57.0,37.5,211.1,115.0,17.94,249.0,129.0,11.21,6.8,3.0,1.84,1,0
52,45.0,10.0,408,0,0,0.0,186.1,112.0,31.64,190.2,66.0,16.17,282.8,57.0,12.73,11.4,6.0,3.08,2,0
53,44.0,96.0,415,0,0,0.0,160.2,117.0,27.23,267.5,67.0,22.74,228.5,68.0,10.28,9.3,5.0,2.51,2,0
54,50.0,87.0,415,0,0,0.0,151.0,83.0,25.67,219.7,116.0,18.67,203.9,127.0,9.18,9.7,3.0,2.62,5,1
55,15.0,81.0,408,0,0,0.0,175.5,67.0,29.84,249.3,85.0,21.19,270.2,98.0,12.16,10.2,3.0,2.75,1,0
56,5.0,141.0,415,0,0,0.0,126.9,98.0,21.57,180.0,62.0,15.3,140.8,128.0,6.34,8.0,2.0,2.16,1,0
57,5.0,121.0,408,0,1,30.0,198.4,129.0,33.73,75.3,77.0,6.4,181.2,77.0,8.15,5.8,3.0,1.57,3,1
58,48.0,68.0,415,0,0,0.0,148.8,70.0,25.3,246.5,164.0,20.95,129.8,103.0,5.84,12.1,3.0,3.27,3,0
59,36.0,125.0,408,0,0,0.0,229.3,103.0,38.98,177.4,126.0,15.08,189.3,95.0,8.52,12.0,8.0,3.24,1,0
60,13.0,174.0,408,0,0,0.0,192.1,97.0,32.66,169.9,94.0,14.44,166.6,54.0,7.5,11.4,4.0,3.08,1,0
61,4.0,116.0,415,0,1,34.0,268.6,83.0,45.66,178.2,142.0,15.15,166.3,106.0,7.48,11.6,3.0,3.13,2,0
62,23.0,74.0,510,0,1,33.0,193.7,91.0,32.93,246.1,96.0,20.92,138.0,92.0,6.21,14.6,3.0,3.94,2,0
63,41.0,149.0,408,0,1,28.0,180.7,92.0,30.72,187.8,64.0,15.96,265.5,53.0,11.95,12.6,3.0,3.4,3,0
64,27.0,38.0,408,0,0,0.0,131.2,98.0,22.3,162.9,97.0,13.85,159.0,106.0,7.15,8.2,6.0,2.21,2,0
65,47.0,40.0,415,0,1,41.0,148.1,74.0,25.18,169.5,88.0,14.41,214.1,102.0,9.63,6.2,5.0,1.67,2,0
66,50.0,43.0,415,1,0,0.0,251.5,105.0,42.76,212.8,104.0,18.09,157.8,67.0,7.1,9.3,4.0,2.51,0,0
67,23.0,113.0,408,1,0,0.0,125.2,93.0,21.28,206.4,119.0,17.54,129.3,139.0,5.82,8.3,8.0,2.24,0,0
68,44.0,126.0,408,0,0,0.0,211.6,70.0,35.97,216.9,80.0,18.44,153.5,60.0,6.91,7.8,1.0,2.11,1,0
69,43.0,150.0,510,0,0,0.0,178.9,101.0,30.41,169.1,110.0,14.37,148.6,100.0,6.69,13.8,3.0,3.73,4,1
70,31.0,138.0,408,0,0,0.0,241.8,93.0,41.11,170.5,83.0,14.49,295.3,104.0,13.29,11.8,7.0,3.19,3,0
71,23.0,162.0,510,0,1,46.0,224.9,97.0,38.23,188.2,84.0,16.0,254.6,61.0,11.46,12.1,2.0,3.27,0,0
72,32.0,147.0,510,0,0,0.0,248.6,83.0,42.26,148.9,85.0,12.66,172.5,109.0,7.76,8.0,4.0,2.16,3,0
73,33.0,90.0,415,0,0,0.0,203.4,146.0,34.58,226.7,117.0,19.27,152.4,105.0,6.86,7.3,4.0,1.97,1,0
74,11.0,85.0,415,0,0,0.0,235.8,109.0,40.09,157.2,94.0,13.36,188.2,99.0,8.47,12.0,3.0,3.24,0,0
75,23.0,50.0,415,0,0,0.0,157.1,90.0,26.71,223.3,72.0,18.98,181.4,111.0,8.16,6.1,2.0,1.65,1,0
76,7.0,82.0,415,0,0,0.0,300.3,109.0,51.05,181.0,100.0,15.39,270.1,73.0,12.15,11.7,4.0,3.16,0,1
77,34.0,144.0,408,0,0,0.0,61.6,117.0,10.47,77.1,85.0,6.55,173.0,99.0,7.79,8.2,7.0,2.21,4,1
78,23.0,46.0,415,0,0,0.0,214.1,72.0,36.4,164.4,104.0,13.97,177.5,113.0,7.99,8.2,3.0,2.21,2,0
79,20.0,70.0,408,0,0,0.0,170.2,98.0,28.93,155.2,102.0,13.19,228.6,76.0,10.29,15.0,2.0,4.05,1,0
80,49.0,144.0,415,0,0,0.0,201.1,99.0,34.19,303.5,74.0,25.8,224.0,119.0,10.08,13.2,2.0,3.56,1,0
81,37.0,116.0,415,1,0,0.0,215.4,104.0,36.62,204.8,79.0,17.41,278.5,109.0,12.53,12.6,5.0,3.4,3,0
82,5.0,55.0,408,0,1,25.0,165.6,123.0,28.15,136.1,95.0,11.57,175.7,90.0,7.91,11.0,2.0,2.97,3,0
83,10.0,70.0,415,0,1,24.0,249.5,101.0,42.42,259.7,98.0,22.07,222.7,68.0,10.02,9.8,4.0,2.65,1,0
84,43.0,106.0,510,0,0,0.0,210.6,96.0,35.8,249.2,85.0,21.18,191.4,88.0,8.61,12.4,1.0,3.35,2,1
85,46.0,128.0,510,0,1,29.0,179.3,104.0,30.48,225.9,86.0,19.2,323.0,78.0,14.54,8.6,7.0,2.32,0,0
86,15.0,94.0,408,0,0,0.0,157.9,105.0,26.84,155.0,101.0,13.18,189.6,84.0,8.53,8.0,5.0,2.16,4,1
87,49.0,111.0,510,0,0,0.0,214.3,118.0,36.43,208.5,76.0,17.72,182.4,98.0,8.21,12.0,2.0,3.24,1,0
88,17.0,74.0,415,0,1,35.0,154.1,104.0,26.2,123.4,84.0,10.49,202.1,57.0,9.09,10.9,9.0,2.94,2,0
89,31.0,128.0,415,0,0,0.0,237.9,125.0,40.44,247.6,93.0,21.05,208.9,68.0,9.4,13.9,4.0,3.75,1,1
90,7.0,82.0,510,0,0,0.0,143.9,61.0,24.46,194.9,105.0,16.57,109.6,94.0,4.93,11.1,2.0,3.0,1,0
91,18.0,155.0,415,0,0,0.0,203.4,100.0,34.58,190.9,104.0,16.23,196.0,119.0,8.82,8.9,4.0,2.4,0,1
92,2.0,80.0,415,0,0,0.0,124.3,100.0,21.13,173.0,107.0,14.71,253.2,62.0,11.39,7.9,9.0,2.13,1,0
93,21.0,78.0,415,0,0,0.0,252.9,93.0,42.99,178.4,112.0,15.16,263.9,105.0,11.88,9.5,7.0,2.57,3,0
94,3.0,90.0,415,0,0,0.0,179.1,71.0,30.45,190.6,81.0,16.2,127.7,91.0,5.75,10.6,7.0,2.86,3,0
95,0.0,104.0,408,0,0,0.0,278.4,106.0,47.33,81.0,113.0,6.89,163.2,137.0,7.34,9.8,5.0,2.65,1,0
96,26.0,73.0,415,0,0,0.0,160.1,110.0,27.22,213.3,72.0,18.13,174.1,72.0,7.83,13.0,4.0,3.51,0,0
97,3.0,99.0,415,0,0,0.0,198.2,87.0,33.69,207.3,76.0,17.62,190.9,113.0,8.59,8.7,3.0,2.35,4,0
98,25.0,120.0,408,0,0,0.0,212.1,131.0,36.06,209.4,104.0,17.8,167.2,96.0,7.52,5.3,5.0,1.43,1,1
99,13.0,77.0,415,0,0,0.0,251.8,72.0,42.81,205.7,126.0,17.48,275.2,109.0,12.38,9.8,7.0,2.65,2,1
100,12.0,98.0,510,0,1,21.0,161.2,114.0,27.4,252.2,83.0,21.44,160.2,92.0,7.21,4.4,8.0,1.19,4,0
101,19.0,108.0,415,0,0,0.0,178.3,137.0,30.31,189.0,76.0,16.07,129.1,102.0,5.81,14.6,5.0,3.94,0,0
102,46.0,135.0,415,0,0,0.0,151.7,82.0,25.79,119.0,105.0,10.12,180.0,100.0,8.1,10.5,6.0,2.84,0,0
103,17.0,95.0,408,0,0,0.0,135.0,99.0,22.95,183.6,106.0,15.61,245.3,102.0,11.04,12.5,9.0,3.38,1,0
104,15.0,122.0,408,0,0,0.0,170.5,94.0,28.99,173.7,109.0,14.76,248.6,75.0,11.19,11.3,2.0,3.05,1,0
105,3.0,95.0,408,0,0,0.0,238.1,65.0,40.48,187.2,98.0,15.91,190.0,115.0,8.55,11.8,4.0,3.19,4,0
106,22.0,36.0,510,0,1,29.0,281.4,102.0,47.84,202.2,76.0,17.19,187.2,113.0,8.42,9.0,6.0,2.43,2,0
107,32.0,93.0,510,0,1,21.0,117.9,131.0,20.04,164.5,115.0,13.98,217.0,86.0,9.76,9.8,3.0,2.65,1,0
108,5.0,141.0,415,0,1,32.0,148.6,91.0,25.26,131.1,97.0,11.14,219.4,142.0,9.87,10.1,1.0,2.73,1,0
109,44.0,157.0,408,0,0,0.0,229.8,90.0,39.07,147.9,121.0,12.57,241.4,108.0,10.86,9.6,7.0,2.59,3,0
110,22.0,120.0,408,0,0,0.0,165.0,100.0,28.05,317.2,83.0,26.96,119.2,86.0,5.36,8.3,8.0,2.24,1,0
111,19.0,103.0,415,0,0,0.0,185.0,117.0,31.45,223.3,94.0,18.98,222.8,91.0,10.03,12.6,2.0,3.4,2,0
112,1.0,98.0,408,0,0,0.0,161.0,117.0,27.37,190.9,113.0,16.23,227.7,113.0,10.25,12.1,4.0,3.27,4,0
113,8.0,125.0,408,0,0,0.0,126.7,108.0,21.54,206.0,90.0,17.51,247.8,114.0,11.15,13.3,7.0,3.59,1,0
114,3.0,63.0,415,0,0,0.0,58.9,125.0,10.01,169.6,59.0,14.42,211.4,88.0,9.51,9.4,3.0,2.54,1,0
115,21.0,36.0,510,1,1,42.0,196.8,89.0,33.46,254.9,122.0,21.67,138.3,126.0,6.22,20.0,6.0,5.4,0,1
116,31.0,64.0,510,0,0,0.0,162.6,83.0,27.64,152.3,109.0,12.95,57.5,122.0,2.59,14.2,3.0,3.83,1,0
117,33.0,74.0,415,0,0,0.0,282.5,114.0,48.03,219.9,48.0,18.69,170.0,115.0,7.65,9.4,4.0,2.54,1,1
118,24.0,112.0,510,0,1,36.0,113.7,117.0,19.33,157.5,82.0,13.39,177.6,118.0,7.99,10.0,3.0,2.7,2,0
119,13.0,97.0,408,0,0,0.0,239.8,125.0,40.77,214.8,111.0,18.26,143.3,81.0,6.45,8.7,5.0,2.35,2,0
120,29.0,46.0,408,0,0,0.0,210.2,92.0,35.73,227.3,77.0,19.32,200.1,116.0,9.0,13.1,7.0,3.54,1,0
121,43.0,41.0,408,0,1,22.0,213.8,102.0,36.35,141.8,86.0,12.05,142.2,123.0,6.4,7.2,3.0,1.94,0,0
122,20.0,121.0,510,0,0,0.0,190.7,103.0,32.42,183.5,117.0,15.6,220.8,103.0,9.94,9.8,4.0,2.65,3,0
123,25.0,193.0,415,0,0,0.0,170.9,124.0,29.05,132.3,95.0,11.25,112.9,89.0,5.08,11.6,3.0,3.13,1,0
124,33.0,130.0,510,0,0,0.0,154.2,119.0,26.21,110.2,98.0,9.37,227.4,117.0,10.23,9.2,5.0,2.48,2,0
125,3.0,85.0,408,0,0,0.0,201.4,52.0,34.24,229.4,104.0,19.5,252.5,106.0,11.36,12.0,3.0,3.24,1,0
126,25.0,162.0,415,0,0,0.0,70.7,108.0,12.02,157.5,87.0,13.39,154.8,82.0,6.97,9.1,3.0,2.46,4,1
127,25.0,61.0,510,0,1,27.0,187.5,124.0,31.88,146.6,103.0,12.46,225.7,129.0,10.16,6.4,6.0,1.73,4,1
128,43.0,92.0,408,0,0,0.0,91.7,90.0,15.59,193.7,123.0,16.46,175.0,86.0,7.88,9.2,4.0,2.48,2,0
129,29.0,131.0,408,0,1,36.0,214.2,115.0,36.41,161.7,117.0,13.74,264.7,102.0,11.91,9.5,4.0,2.57,3,0
130,29.0,90.0,415,0,0,0.0,145.5,92.0,24.74,217.7,114.0,18.5,146.9,123.0,6.61,10.9,2.0,2.94,3,0
131,4.0,75.0,408,0,0,0.0,166.3,125.0,28.27,158.2,86.0,13.45,256.7,80.0,11.55,6.1,5.0,1.65,1,0
132,31.0,78.0,415,0,0,0.0,231.0,115.0,39.27,230.4,140.0,19.58,261.4,120.0,11.76,9.5,3.0,2.57,1,0
133,43.0,82.0,408,0,0,0.0,200.3,96.0,34.05,201.2,102.0,17.1,206.1,60.0,9.27,7.1,1.0,1.92,4,0
134,2.0,163.0,408,0,0,0.0,197.0,109.0,33.49,202.6,128.0,17.22,206.4,80.0,9.29,9.1,10.0,2.46,1,0
135,1.0,91.0,510,1,0,0.0,129.9,112.0,22.08,173.3,83.0,14.73,247.2,130.0,11.12,11.2,3.0,3.02,3,0
136,34.0,75.0,415,0,1,21.0,175.8,97.0,29.89,217.5,106.0,18.49,237.5,134.0,10.69,5.3,4.0,1.43,5,0
137,9.0,91.0,510,0,0,0.0,203.1,106.0,34.53,210.1,113.0,17.86,195.6,129.0,8.8,12.0,3.0,3.24,3,0
138,0.0,127.0,510,0,1,36.0,183.2,117.0,31.14,126.8,76.0,10.78,263.3,71.0,11.85,11.2,8.0,3.02,1,0
139,33.0,113.0,415,0,1,23.0,205.0,101.0,34.85,152.0,60.0,12.92,158.6,59.0,7.14,10.2,5.0,2.75,2,0
140,8.0,110.0,510,0,0,0.0,148.5,115.0,25.25,276.4,84.0,23.49,193.6,112.0,8.71,12.4,3.0,3.35,1,0
141,20.0,120.0,415,0,1,39.0,200.3,68.0,34.05,220.4,97.0,18.73,253.8,116.0,11.42,10.5,4.0,2.84,0,0
142,22.0,157.0,415,0,1,28.0,192.6,107.0,32.74,195.5,74.0,16.62,109.7,139.0,4.94,6.8,5.0,1.84,3,0
143,46.0,103.0,510,0,0,0.0,246.5,47.0,41.91,195.5,84.0,16.62,200.5,96.0,9.02,11.7,4.0,3.16,1,0
144,46.0,117.0,408,1,0,0.0,167.1,86.0,28.41,177.5,87.0,15.09,249.4,132.0,11.22,14.1,7.0,3.81,2,1
145,22.0,140.0,415,0,0,0.0,231.9,101.0,39.42,160.1,94.0,13.61,110.4,98.0,4.97,14.3,6.0,3.86,3,0
146,47.0,127.0,408,0,0,0.0,146.7,91.0,24.94,203.5,78.0,17.3,203.4,110.0,9.15,13.7,3.0,3.7,1,0
147,44.0,83.0,408,1,0,0.0,271.5,87.0,46.16,216.3,126.0,18.39,121.1,105.0,5.45,11.7,4.0,3.16,1,0
148,18.0,121.0,408,0,0,0.0,181.5,121.0,30.86,218.4,98.0,18.56,161.6,103.0,7.27,8.5,5.0,2.3,1,0
149,39.0,145.0,408,0,1,43.0,257.7,97.0,43.81,162.1,95.0,13.78,286.9,86.0,12.91,11.1,4.0,3.0,2,0
150,12.0,113.0,408,0,0,0.0,193.8,99.0,32.95,221.4,125.0,18.82,172.3,67.0,7.75,10.6,6.0,2.86,1,0
151,29.0,117.0,415,0,0,0.0,102.8,119.0,17.48,206.7,91.0,17.57,299.0,105.0,13.46,10.1,7.0,2.73,1,0
152,35.0,65.0,408,0,0,0.0,187.9,116.0,31.94,157.6,117.0,13.4,227.3,86.0,10.23,7.5,6.0,2.03,1,0
153,39.0,56.0,415,0,0,0.0,226.0,112.0,38.42,248.5,118.0,21.12,140.5,142.0,6.32,6.9,11.0,1.86,1,0
154,36.0,96.0,415,0,0,0.0,260.4,115.0,44.27,146.0,46.0,12.41,269.5,87.0,12.13,11.5,4.0,3.11,5,0
155,18.0,151.0,408,0,0,0.0,178.7,116.0,30.38,292.1,138.0,24.83,265.9,101.0,11.97,9.8,4.0,2.65,0,0
156,35.0,83.0,415,0,0,0.0,337.4,120.0,57.36,227.4,116.0,19.33,153.9,114.0,6.93,15.8,7.0,4.27,0,1
157,45.0,139.0,510,0,1,23.0,157.6,129.0,26.79,247.0,96.0,21.0,259.2,112.0,11.66,13.7,2.0,3.7,0,0
158,24.0,6.0,510,0,0,0.0,183.6,117.0,31.21,256.7,72.0,21.82,178.6,79.0,8.04,10.2,2.0,2.75,1,0
159,9.0,115.0,510,0,1,24.0,142.1,124.0,24.16,183.4,129.0,15.59,164.8,114.0,7.42,9.6,4.0,2.59,1,0
160,40.0,87.0,415,0,0,0.0,136.3,97.0,23.17,172.2,108.0,14.64,137.5,101.0,6.19,7.1,5.0,1.92,0,0
161,45.0,141.0,415,0,0,0.0,217.1,110.0,36.91,241.5,111.0,20.53,253.5,103.0,11.41,12.0,6.0,3.24,0,0
162,12.0,141.0,510,0,1,36.0,187.5,99.0,31.88,241.4,116.0,20.52,229.5,105.0,10.33,10.5,5.0,2.84,3,0
163,22.0,62.0,415,0,0,0.0,98.9,103.0,16.81,135.4,122.0,11.51,236.6,82.0,10.65,12.2,1.0,3.29,1,0
164,36.0,146.0,415,0,0,0.0,206.3,151.0,35.07,148.6,89.0,12.63,167.2,91.0,7.52,6.1,3.0,1.65,1,0
165,8.0,92.0,415,0,1,33.0,243.1,92.0,41.33,213.8,92.0,18.17,228.7,104.0,10.29,12.1,2.0,3.27,2,0
166,10.0,185.0,510,0,1,31.0,189.8,126.0,32.27,163.3,133.0,13.88,264.8,126.0,11.92,7.5,3.0,2.03,1,0
167,7.0,148.0,415,0,0,0.0,202.0,102.0,34.34,243.2,128.0,20.67,261.3,90.0,11.76,10.9,3.0,2.94,1,0
168,3.0,94.0,408,0,1,38.0,170.1,124.0,28.92,193.3,116.0,16.43,105.9,73.0,4.77,12.8,4.0,3.46,1,0
169,1.0,32.0,510,0,0,0.0,230.9,87.0,39.25,187.4,90.0,15.93,154.0,53.0,6.93,6.3,2.0,1.7,0,0
170,5.0,68.0,408,0,0,0.0,237.1,105.0,40.31,223.5,105.0,19.0,97.4,79.0,4.38,13.2,2.0,3.56,1,0
171,30.0,64.0,408,0,1,27.0,182.1,91.0,30.96,169.7,98.0,14.42,164.7,86.0,7.41,10.6,5.0,2.86,2,0
172,32.0,25.0,415,0,0,0.0,119.3,87.0,20.28,211.5,101.0,17.98,268.9,86.0,12.1,10.5,4.0,2.84,3,0
173,37.0,65.0,415,0,0,0.0,116.8,87.0,19.86,178.9,93.0,15.21,182.4,150.0,8.21,14.1,2.0,3.81,1,0
174,18.0,179.0,408,0,0,0.0,219.2,92.0,37.26,149.4,125.0,12.7,244.7,104.0,11.01,6.1,5.0,1.65,0,0
175,29.0,94.0,415,0,0,0.0,252.6,104.0,42.94,169.0,125.0,14.37,170.9,106.0,7.69,11.1,7.0,3.0,2,0
176,23.0,62.0,415,0,0,0.0,147.1,91.0,25.01,190.4,107.0,16.18,195.2,115.0,8.78,12.2,3.0,3.29,0,0
177,22.0,127.0,415,0,0,0.0,202.1,103.0,34.36,229.4,86.0,19.5,195.2,113.0,8.78,11.5,3.0,3.11,2,0
178,2.0,116.0,408,0,0,0.0,173.5,93.0,29.5,194.1,76.0,16.5,208.0,112.0,9.36,16.2,10.0,4.37,3,0
179,16.0,70.0,408,0,0,0.0,232.1,122.0,39.46,292.3,112.0,24.85,201.2,112.0,9.05,0.0,0.0,0.0,3,0
180,49.0,94.0,510,1,1,23.0,197.1,125.0,33.51,214.5,136.0,18.23,282.2,103.0,12.7,9.5,5.0,2.57,4,0
181,0.0,126.0,415,0,0,0.0,58.2,94.0,9.89,138.7,118.0,11.79,136.8,91.0,6.16,11.9,1.0,3.21,5,1
182,34.0,67.0,408,0,1,36.0,115.6,111.0,19.65,237.7,94.0,20.2,169.9,103.0,7.65,9.9,12.0,2.67,2,0
183,30.0,19.0,408,0,0,0.0,186.1,98.0,31.64,254.3,57.0,21.62,214.0,127.0,9.63,14.6,7.0,3.94,2,0
184,45.0,170.0,510,1,0,0.0,259.9,68.0,44.18,245.0,122.0,20.83,134.4,121.0,6.05,8.4,3.0,2.27,3,0
185,32.0,73.0,415,0,0,0.0,214.3,145.0,36.43,268.5,135.0,22.82,241.2,92.0,10.85,10.8,13.0,2.92,1,0
186,34.0,106.0,408,0,0,0.0,158.7,74.0,26.98,64.3,139.0,5.47,198.5,103.0,8.93,10.2,4.0,2.75,1,0
187,3.0,93.0,415,0,0,0.0,271.6,71.0,46.17,229.4,108.0,19.5,77.3,121.0,3.48,10.9,3.0,2.94,2,0
188,50.0,164.0,510,0,0,0.0,160.6,111.0,27.3,163.2,126.0,13.87,187.1,112.0,8.42,9.0,3.0,2.43,1,0
189,47.0,51.0,408,0,0,0.0,232.4,109.0,39.51,187.4,95.0,15.93,231.2,107.0,10.4,9.1,3.0,2.46,1,0
